Comment;D8;"Dieser Wert wird verwendet wenn in der Tabelle unten ein ""x"" oder die maximale Helligkeitsstufe steht. 
Wertebereich (0..255)
Wenn ""Bits pro Wert"" 8 ist, dann wird diese Angabe nicht benutzt.";"This value is used when the table below shows an ""x"" or maximum brightness level.
Value range (0..255)

If ""bits per value"" is 8, then this value is not used.";"Deze waarde wordt gebruikt wanneer de onderstaande tabel een ""x"" of maximum helderheidsniveau toont.
Waardebereik (0..255)

Als ""bits per waarde"" 8 is, wordt deze waarde niet gebruikt.";"Cette valeur est utilisée s'il y a un ""x"" ou le niveau de luminosité maximum dans le tableau ci-dessous. Plage de valeurs (0..255) Si ""Bits par valeur"" est égal à 8, cette entrée n'est pas utilisée.";;;
Comment;D9;"Dieser Wert wird ausgegeben wenn der Schalter ausgeschaltet ist. 
Wertebereich 0..255.

Wenn im ""Mode"" der Schalter ""PF_NO_SWITCH_OFF"" angegeben wird, dann wird der Wert ignoriert. Die LEDs behalten im Ausgeschalteten Zustand ihren letzten Wert.
";"This value is output when the switch is off.|
Value range 0..255.|
|
If the ""PF_NO_SWITCH_OFF"" switch is specified in ""Mode"" then the value is ignored. The LEDs retain their last value when switched off.";"Deze waarde wordt uitgevoerd wanneer de schakelaar is uitgeschakeld. |
Waardebereik 0..255.|
|
Als de schakelaar ''PF_NO_SWITCH_OFF'' is opgegeven in ' Modus'', wordt de waarde genegeerd. De LED's behouden hun laatste waarde wanneer ze zijn uitgeschakeld.";"Cette valeur est sortie lorsque l'interrupteur est désactivé. |
Plage de valeurs 0..255. |
|
Si le commutateur ""PF_NO_SWITCH_OFF"" est spécifié dans ""Mode"", la valeur est ignorée. Les LED conservent leur dernière valeur lorsqu'elles sont éteintes.";;;
Comment;D10;"Modes:
- PM_SEQUENZ_W_RESTART:
  Flanken getriggerter einmalige Sequenz. 
  Bei neuer Flanke wird mit State 0 begonnen
- PM_SEQUENZ_W_ABORT:
  Flanken getriggerter einmalige Sequenz.
  Abbruch bei neuer Flanke während der Laufzeit
- PM_SEQUENZ_NO_RESTART:
  Flanken getriggerter einmalige Sequenz. 
  Kein Neustart während der Laufzeit
- PM_PINGPONG:
  Richtungswechsel am Ende

Flags:  (Können mit den Modes über + kombiniert werden)
- PF_SLOW: 
  4-mal langsamer. Zeitangaben in 4 ms. 
  Dadurch können Zeiten bis zu 4 Minuten verwendet werden.
- PF_INVERT_INP:
  Invertiert das Eingangssignal
";"Modes:|
- PM_SEQUENZ_W_RESTART:|
   Flanks triggered unique sequence.|
   With a new edge, state 0 is started.|
- PM_SEQUENZ_W_ABORT:|
   Flanks triggered unique sequence.|
   Abort on new flank during the runtime.|
- PM_SEQUENZ_NO_RESTART:|
   Flanks triggered unique sequence.|
   No restart during runtime.|
- PM_PINGPONG:|
   Change of direction at the end.|
|
Flags: (Can be combined with the modes above with +)|
- PF_SLOW:|
   4 times slower. Time information in 4 ms.|
+D46   This allows times up to 4 minutes to be used.|
- PF_INVERT_INP:|
   Inverts the input signal.";"Modes: |
- PM_SEQUENZ_W_RESTART:|
    Flanken hebben een unieke reeks geactiveerd.|
    Met een nieuwe edge wordt status 0 gestart.|
- PM_SEQUENZ_W_ABORT:|
    Flanken hebben een unieke reeks geactiveerd.|
    Tijdens de looptijd op nieuwe flank afbreken.|
- PM_SEQUENZ_NO_RESTART:|
    Flanken hebben een unieke reeks geactiveerd.|
    Geen herstart tijdens runtime.|
- PM_PINGPONG:|
    Aan het einde van richting veranderen.|
|
Vlaggen: (kan worden gecombineerd met de bovenstaande modi met +)|
- PF_SLOW:|
    4 keer langzamer. Tijdinformatie in 4 ms.|
    Hierdoor kunnen tijden tot 4 minuten worden gebruikt.|
- PF_INVERT_INP:|
    Inverteert het ingangssignaal.";"Modes: |
PM_SEQUENZ_W_RESTART: |
   Front d'une séquence unique déclenchée. |
   Avec un nouveau front, l'état 0 commence.|
PM_SEQUENZ_W_ABORT:|
   Front d'une séquence unique déclenchée. |
   Abandon sur un nouveau front pendant l'exécution. |
PM_SEQUENZ_NO_RESTART: |
   Les fronts ont déclenché une séquence unique. |
   Pas de redémarrage pendant l'exécution. |
PM_PINGPONG: |
   Changement de direction à la fin.|
|
Drapeaux: (peut être combiné avec les modes via +) |
PF_SLOW: |
   4 fois plus lent. Temps en 4 ms. |
   Cela permet d'utiliser des durées allant jusqu'à 4 minutes. |
PF_INVERT_INP: |
   Inverse le signal d'entrée.";;;
Comment;D11;"Aktiviert das analoge Überblenden der Helligkeiten. Damit wird die Helligkeit innerhalb der über die ""Dauer"" angegebenen Zeit vom vorangegangenen Wert auf den neuen Wert Übergeblendet.

Mit 1 wird das analoge Überblenden aktiviert.

Ein X Aktiviert eine besondere Überblendfunktion welche vom tatsächlichen Helligkeitswert zum neuen Wert überblendet. Das kann für Konfigurationen verwendet werden bei denen mehrere Zeilen die selben LEDs beeinflussen. Das wird z.B. bei Lichtsignalen verwendet. 
Achtung: Diese Funktion benötigt zusätzlichen Speicher (1 Byte RAM pro LED).";"Activates the analog crossfading of the brightnesses. This causes the brightness to fade from the previous value to the new value within the time specified by ""Duration"".

'1' activates analogue crossfading.

'X' activates a special crossfade function which fades from the actual brightness value to the new value. This can be used for configurations where multiple rows affect the same LEDs. This is e.g. used in light signals.Attention: 

Attention: This function requires additional memory (1 byte of RAM per LED)";"Activeert de analoge crossfading van de helderheden. Dit zorgt ervoor dat de helderheid van de vorige waarde vervaagt naar de nieuwe waarde binnen de tijd die is opgegeven met ""Duur"".

'1' activeert analoge crossfading.

'X' activeert een speciale crossfade-functie die vervaagt van de werkelijke helderheidswaarde naar de nieuwe waarde. Dit kan worden gebruikt voor configuraties waarbij meerdere rijen dezelfde LED's beïnvloeden. Dit is b.v. gebruikt in lichtsignalen. Let op:

Let op: Deze functie vereist extra geheugen (1 byte RAM per LED)";"Active le mélange analogique de la luminosité. La luminosité passe ainsi de la valeur précédente à la nouvelle valeur dans le temps spécifié sur la ""Durée"". 

Avec 1, le fondu analogique est activé. 

On X active une fonction de fondu spécial qui passe de la valeur de luminosité réelle à la nouvelle valeur. Cela peut être utilisé pour les configurations dans lesquelles plusieurs lignes affectent les mêmes LED. Ce sera par exemple utilisé avec des signaux lumineux. 

Attention: Cette fonction nécessite de la mémoire supplémentaire (1 octet de RAM par LED).";;;
Comment;D12;"Mit dem ""Goto Mode"" können bestimmte Spalten abhängig von externen Ereignissen angesprungen werden.";"With the ""Goto Mode"" certain columns can be jumped depending on external events.";"Met de ""Ga naar modus"" kunnen bepaalde kolommen worden gesprongen, afhankelijk van externe gebeurtenissen.";"Avec le ""Mode Aller"", certaines colonnes peuvent être sautées en fonction des événements externes.";;;
Comment;D14;"Aktiviert die automatische Aktualisierung der grafischen Anzeige der LED Werte und der Goto Pfeile.

Die Anzeige kann auch über den Knopf rechts aktualisiert werden. 
Zum löschen der Grafik 0 eintragen oder ALT+""Aktualisiern"" drücken.

L: Wenn nur LED Helligkeiten dargestellt werden sollen
G: Wenn nur die Goto Pfeile angezeigt werden sollen
1: Zeigt beides an

D: Passt die Breite der Spalten an die Dauer an. 'D' kan zusammen mit den anderen Flags benutzt werden.";"Activates the automatic update of the graphical display of the LED values and the Goto arrows.

The display can also be updated via the button on the right.
To delete the graphic, enter 0 or press ALT + ""Update "".

L: If only LED brightnesses should be displayed
G: If only the goto arrows should be displayed
1: Displays both
D: Adjusts the width of the columns to the duration. 'D' can be used together with the other flags. ";"Activeert de automatische update van de grafische weergave van de LED-waarden en de Goto-pijlen.

Het display kan ook worden bijgewerkt via de knop aan de rechterkant.
Om de afbeelding te verwijderen, voert u 0 in of drukt u op ALT + ""Update"".

L: Als alleen LED-helderheden moeten worden weergegeven
G: Als alleen de ga-pijlen moeten worden weergegeven
1: geeft beide weer
D: Past de breedte van de kolommen aan de duur aan. 'D' kan samen met de andere vlaggen worden gebruikt. ";"Active la mise à jour automatique de l'affichage graphique des valeurs LED et des flèches Goto.

L'affichage peut également être mis à jour à l'aide du bouton de droite. 
Pour supprimer le graphique, entrez 0 ou appuyez sur ALT ""Actualiser"". 

L: Si seulement la luminosité des LED doit être affichée 
G: Si seulement les flèches Goto doivent être affichées 
1: Affiche les deux 
D: Ajuste la largeur des colonnes à la durée. 'D' peut être utilisé avec les autres drapeaux.";;;
Comment;D15;"Speziellen Mode aktivieren:
C = Charlieplexing
       Damit können Muster für die Charlieplexing
       Platine erstellt werden und direkt zum ATTiny
       geschickt werden.";"Activate special mode:
C = Charlieplexing
        Is used to generate patterns for the 
        Charlieplexing circuit board. They
        could be send directly to the ATTiny.";"Activeer speciale modus:
C = Charlieplexing
         Wordt gebruikt om patronen te genereren voor de
         Charlieplexing printplaat.
         Ze kan rechtstreeks naar de ATTiny worden verzonden.";"Activer le mode spécial: 
C = Charlieplexing
       Cela permet de créer des motifs pour la carte Charlieplexing |
       et de les envoyer directement à ATTiny.";;;
Comment;D16;"RGB LED Nummer der (Charlieplexing) Platine. Die Nummer hängt von der aktuellen Reihenfolge der an die Hauptplatine angeschlossenen LEDs ab. Über diese Nummer wird das Modul konfiguriert.
Später kann es an einer anderen Position eingesetzt werden.
?: Mit der Eingabe eines Fragezeichens wird ein Dialog geöffnet über den man die Nummer auswählen kann.";"RGB LED number of the (Charlieplexing) board. The number depends on the current order of the LEDs connected to the main board. The module is configured via this number.
It can later be used in another position.
?: When you enter a question mark, a dialog opens in which you can select the number.";"RGB LED-nummer van de (Charlieplexing) -kaart. Het aantal is afhankelijk van de huidige volgorde van de LED's die op de hoofdkaart zijn aangesloten. De module wordt via dit nummer geconfigureerd.
Het kan later in een andere positie worden gebruikt.
?: Wanneer u een vraagteken invoert, wordt een dialoogvenster geopend waarin u het nummer kunt selecteren.";"Numéro de LED RVB de la carte (Charlieplexing). Le nombre dépend de l'ordre actuel des LED connectées à la carte principale. Le module est configuré via ce numéro. 
Plus tard, il peut être utilisé dans une position différente.?: En entrant un point d'interrogation, une boîte de dialogue s'ouvre dans laquelle le numéro peut être sélectionné.";;;
Comment;D17;"Definiert die Zuordnung der LED Nummern. Damit kann ein Muster an die verschiedenen Nummerierungen unterschiedlicher Hersteller angepasst werden.
Mit einem Doppelklick in das Feld wird ein Dialog zur Auswahl der LED Zuordnung geöffnet. Eigene Zuordnungen können direkt in das Feld eingegeben werden (Liste mit 12 LED Nummern zwischen 0 und 11)";"Defines the assignment of the LED numbers. This means that a pattern can be adapted to the different numberings of different manufacturers.
Double-clicking in the field opens a dialog for selecting the LED assignment. Own assignments can be entered directly in the field (list with 12 LED numbers between 0 and 11)";"Definieert de toewijzing van de LED-nummers. Dit betekent dat een patroon kan worden aangepast aan de verschillende nummeringen van verschillende fabrikanten.
Dubbelklikken in het veld opent een dialoogvenster voor het selecteren van de LED-toewijzing. Eigen toewijzingen kunnen direct in het veld worden ingevoerd (lijst met 12 LED-nummers tussen 0 en 11)";"Définit l'affectation des numéros de LED. Cela permet d'adapter un motif aux différentes numérotations de différents fabricants.
Un double-clic dans le champ ouvre une boîte de dialogue pour sélectionner l'affectation des LED. Les affectations personnelles peuvent être saisies directement dans le champ (liste avec 12 numéros de LED entre 0 et 11)";;;
Comment;D18;"Eine 1 aktiviert den analogen Eingang des Charlieplexing Moduls. Damit können die (Signal-)Bilder über  widerstandskodierte Schalter aktiviert werden.

Optional kann auch eine Liste von bis zu 10 Schwellwerten übergeben werden mit denen individuelle Widerstandswerte ausgewertet werden können.";"Entering 1 activates the analog input of the Charlieplexing module. This enables activation of the (signal) images via resistance-coded switches.

Optionally, a list of up to 10 threshold values can also be entered to be able to use individual resistor values.";"Door 1 in te voeren wordt de analoge ingang van de Charlieplexing-module geactiveerd. Dit maakt activering van de (signaal) beelden via weerstandgecodeerde schakelaars mogelijk.

Optioneel kan ook een lijst met maximaal 10 drempelwaarden worden ingevoerd om afzonderlijke weerstandswaarden te kunnen gebruiken.";"Un 1 active l'entrée analogique du module Charlieplexing. Cela permet d'activer les images (de signal) via des commutateurs à codage de résistance.

En option, une liste de 10 valeurs de seuil peut également être transférée avec laquelle les valeurs de résistance individuelles peuvent être évaluées.";;;
Comment;D20;Diese Zeile kann in das Konfigurationsarray des Programms kopiert werden.;This line can be copied to the configuration array of the program.;Deze regel kan worden gekopieerd naar de configuratie-array van het programma.;Cette ligne peut être copiée dans le tableau de configuration du programme.;;;
Comment;E47;"In dieser Zeile werden die 
- Startspalten (S)
- Positionen für die Goto Anweisung (P)
- Goto Anweisungen (G nr)
- GoEnd Anweisungen (E)
eingetragen wenn der Goto Mode aktiviert ist.
Die Startspalten werden angesprungen, wenn ein vorangegangener Befehl (z.B. Counter) einen neuen Wert ermittelt hat. Die erste Spalte wird angesprungen, wenn eine 0 ermittelt wurde. Die erste mit S markierte Spalte wird angesprungen, wenn eine 1 vom vorangegangenen Befehl generiert wurde.  
Mit der Goto Anweisung wird die als nächste auszuführende Spalte bestimmt. 
Wenn auf den Goto Befehl eine 1 folgt wird die erste mit einem P markierte Position angesprungen. 
Bei dem GoEnd Befehl wird zum Ende des Musters gesprungen.
Start (S), Position (P), Goto (G) oder GoEnd (E) können gemeinsam in einer Zelle benutzt werden.
Beispiel:
   S  P G  3";"In this line, the
- Starting columns (S)
- Positions for the Goto instruction (P)
- Goto instructions (G nr)
- GoEnd instructions (E)
are entered if the Goto mode is activated.
The start columns are jumped when a previous command (e.g., counter) has detected a new value. The first column is jumped if a 0 was determined. The first column marked S is jumped if a 1 from the previous command was generated.
The Goto statement determines the next column to be executed.
If the Goto command is followed by a 1, the first position marked with a P is jumped to.
The GoEnd command jumps to the end of the pattern.Start (S), Position (P), Goto (G) or GoEnd (E) can be used together in one cell.
Example:
    S P G 3 ";"In deze regel, de
- Startkolommen (S)
- Posities voor de Goto-instructie (P)
- Ga naar instructies (G nr)
- GoEnd-instructies (E)
worden ingevoerd als de Goto-modus is geactiveerd.
Naar de startkolommen worden gesprongen wanneer een vorige opdracht (bijv. Teller) een nieuwe waarde heeft gedetecteerd. Naar de eerste kolom wordt gesprongen als een 0 werd bepaald. Naar de eerste kolom gemarkeerd S wordt gesprongen als een 1 van de vorige opdracht werd gegenereerd.
De instructie Goto bepaalt de volgende kolom die moet worden uitgevoerd.
Als het Goto-commando wordt gevolgd door een 1, wordt verplaatst naar de eerste positie gemarkeerd met een P .
De opdracht GoEnd springt naar het einde van het patroon. 
Start (S), Positie (P), Goto (G) of GoEnd (E) kunnen samen in één cel worden gebruikt.
Voorbeeld:
     S P G 3";"Dans cette ligne, les 
- Colonnes de départ (S)
- Positions pour l'instruction Goto (P) 
- Instructions Goto (G nr) 
- Les instructions GoEnd (E) 
sont entrées si le mode Goto est activé. Les colonnes de départ sont sautées si une commande précédente ( par exemple compteur) a déterminé une nouvelle valeur. La première colonne est sautée si un 0 a été déterminé. La première colonne marquée avec S est sautée si un 1 a été généré par la commande précédente. La colonne suivante à exécuter est déterminée avec l'instruction Goto. Si un 1 suit la commande Goto, la première position marquée d'un P est sautée. La commande GoEnd passe à la fin du motif: Start (S), Position (P), Goto (G) ou GoEnd (E) peuvent être utilisés ensemble dans une cellule, 
par exemple: 
      S P G 3";;;
;;;;;;;;
;;;ATTENTION: Don't translate the formulas IF();;;;;
Cell;F2;"=IF(RC[-1]="""",""<= Bitte erste RGB LED des Musters eingeben"","""")";"=IF(RC[-1]="""",""<= Please enter the first RGB LED of the pattern"","""")";"=IF(RC[-1]="""",""<= Voer de eerste RGB-led van het patroon in"", """")";"=IF(RC[-1]="""",""<= Veuillez entrer la première LED RVB du motif"","""")";;;
Cell;F3;"=IF(OR(AND(RC[-1] <>"""",RC[-1]=0),RC[-1]=1,RC[-1]=2),"""",""<= Bitte Startkanal innerhalb der RGB LED angeben"")";"=IF(OR(AND(RC[-1] <>"""",RC[-1]=0),RC[-1]=1,RC[-1]=2),"""",""<= Please specify start channel within the RGB LED"")";"=IF(OR(AND(RC[-1] <>"""",RC[-1]=0),RC[-1]=1,RC[-1]=2),"""",""<= Specificeer het startkanaal binnen de RGB LED"")";"=IF(OR(AND(RC[-1] <>"""",RC[-1]=0),RC[-1]=1,RC[-1]=2),"""",""<= Veuillez spécifier le canal de démarrage dans la LED RVB"")";;;
Cell;F4;"=IF(RC[-1]="""",""<= Bitte Nummer des Schalters eingeben"","""")";"=IF(RC[-1]="""",""<= Please enter the number of the switch"","""")";"=IF(RC[-1]="""",""<= Voer het nummer van de schakelaar in"","""")";"=IF(RC[-1]="""",""<= Veuillez saisir le numéro du compteur"","""")";;;
Cell;F5;"=IF(AND(ISNUMBER(Kanaele),Kanaele>0,Kanaele<=100),"""",""<- Bitte Anzahl der Kanäle eingeben(1..100)"")";"=IF(AND(ISNUMBER(Kanaele),Kanaele>0,Kanaele<=100),"""",""<- Please enter number of channels (1..100)"")";"=IF(AND(ISNUMBER(Kanaele),Kanaele>0,Kanaele<=100),"""",""<- Voer het aantal kanalen in (1..100)"")";"=IF(AND(ISNUMBER(Kanaele),Kanaele>0,Kanaele<=100),"""",""<- Veuillez entrer le nombre de canaux(1..100)"")";;;
Cell;F6;"=CONCATENATE(""  => "",2^Bits_pro_Wert,"" Helligkeitsstufen (0.."",2^Bits_pro_Wert-1,"")"")";"=CONCATENATE(""  => "",2^Bits_pro_Wert,"" Brightness levels (0.."",2^Bits_pro_Wert-1,"")"")";"=CONCATENATE(""=> "",2^Bits_pro_Wert,"" Helderheidsniveaus (0 .."", 2^Bits_pro_Wert-1,"")"")";"=CONCATENATE(""  => "",2^Bits_pro_Wert,"" niveaux de luminosité (0.."",2^Bits_pro_Wert-1,"")"")";;;
Cell;F7;"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Bitte Wert für nicht aktive LED angeben (0..255)"","""")";"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Please specify value for inactive LED (0..255)"","""")";"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Geef een waarde op voor de inactieve LED (0..255)"","""" )";"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Veuillez saisir une valeur pour la LED inactive (0..255)"","""")";;;
Cell;F8;"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Bitte Wert für aktive LED angeben (0..255)"","""")";"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Please specify value for active LED (0..255)"","""")";"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Geef een waarde op voor de actieve LED (0..255)"","""" )";"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Veuillez saisir la valeur pour la LED active (0..255)"","""")";;;
Cell;F9;"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Bitte LED Wert angeben wenn Schalter aus ist"","""")";"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Please indicate LED value if switch is off"","""")";"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Geef de LED-waarde aan als de schakelaar is uitgeschakeld"","""")";"=IF(OR(RC[-1]="""",RC[-1]<0,RC[-1]>255),""<= Veuillez indiquer la valeur LED lorsque l'interrupteur est ouvert"","""")";;;
Cell;F48;"=IF(COUNTA(R[2]C[0]:R[9]C[33])=0,""Bitte Tabelle ausfüllen. Positionen an denen die LEDs leuchten sollen werden mit einem Zeichen (z.B. x) markiert. Bei einer leeren Zellen ist die LED aus."","""")";"=IF(COUNTA(R[2]C[0]:R[9]C[33])=0,""Please fill in the table. Positions where the LEDs should light are marked with a character (for example, x). If the cell is empty, the LED is off."","""")";"=IF(COUNTA(R[2]C[0]:R[9]C[33])=0,""Vul de tabel in. Posities waar de LED's moeten oplichten zijn gemarkeerd met een karakter (bijvoorbeeld x) Als de cel leeg is, is de LED uit. "","""")";"=IF(COUNTA(R[2]C[0]:R[9]C[33])=0,""Veuillez remplir le tableau. Les positions auxquelles les LED doivent s'allumer sont marquées d'un caractère (par exemple x). Si les cellules sont vides, la LED est éteinte."","""")";;;
Cell;D28;"=IF(Zeiten="""",""Bitte Dauer eintragen =>"","""")";"=IF(Zeiten="""",""Please enter duration =>"","""")";"=IF(Zeiten="""",""Voer duur in =>"","""")";"=IF(Zeiten="""",""Veuillez saisir la durée =>"","""")";;;
NumberFormat;E46;"""Flash Bedarf: "" 0 ""Bytes""";"""required flash: "" 0 ""Bytes""";"""Gebruikt flash:"" 0 ""Bytes""";"""Exigence Flash:"" 0 ""octets""";;;
;;;;;;;;
;;;;;;;;
ErrorMessage;E2;"Die ""Erste RGB LED"" muss eine ganze Zahl zwischen 0 und 255 sein.
Namen sind auch erlaubt. Diese können aber nicht in Excel geprüft werden.";"The ""First RGB LED"" ""must be an integer between 0 and 255.
Names are also allowed. These can not be checked in Excel.";"De ""Eerste RGB LED"" moet een geheel getal tussen 0 en 255 zijn.
Namen zijn ook toegestaan. Deze kunnen niet worden gecontroleerd in Excel. ";"La ""Première LED RVB"" doit être un entier compris entre 0 et 255. Les noms sont également autorisés. Cependant, ceux-ci ne peuvent pas être vérifiés dans Excel.";;;
ErrorMessage;E3;Der Startkanal muss zwischen 0 und 2 liegen;The start channel must be between 0 and 2;Het startkanaal moet tussen 0 en 2 liggen;Le canal de départ doit être compris entre 0 et 2;;;
